target_id	ens_gene	ext_gene	qval	b	CE1A	CE1B	CE1C	CE2A	CE2B	CE2C	CE3A	CE3B	CE3C	Cluster name	Heatmap position	Trend						
ENSMUST00000036884.2	ENSMUSG00000033863	Klf9	1.53E-34	2.96953856741181	4.77212385790988	119.768630241648	124.459293746436	8.95639441117022	127.49446239768	161.715553934233	8.26402051633861	82.4343829296156	108.686150220069	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000029188.7	ENSMUSG00000027656	Ccn5	1.32E-27	5.09600053409425	0.817249896118202	18.7475589561665	46.762002450987	0.2269669525626	17.4242075130267	51.6857664174718	0.132696515645375	10.3048663906326	47.4081752493083	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "			D0	D4	D14	
ENSMUST00000084412.5	ENSMUSG00000045777	Ifitm10	1.57E-24	6.05894315552119	0	2.64796111883697	14.6511594448154	0	2.8282509217677	24.2362716458277	0	1.1902635417452	6.95606078346364	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "		Cluster 3	down 	up	up higher	"Down in prolif	 Up at D4	 Stay up "
ENSMUST00000024988.14	ENSMUSG00000024164	C3	1.62E-22	6.92258679513132	0.066038820662481	5.04697546521164	136.872782104369	0.103035741988644	24.9069509894672	60.9059908780175	0.040376874487888	2.65188734673587	38.9635860236141	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "		Cluster 2	down 	up mod	up high	"Down in prolif	 peak by D14"
ENSMUST00000173287.7	ENSMUSG00000070469	Adamtsl3	1.17E-17	2.25785269046305	5.23041260338533	59.7321033224507	42.6637917882632	6.39127209093935	34.778369969128	35.2098559577163	3.61360158956795	28.1669941862003	59.0388447256052	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "		Cluster 1	up	down mod	down high	"Up in prolif	 Downregulated by D14"
ENSMUST00000110254.8	ENSMUSG00000002020	Ltbp2	1.07E-16	5.61263983695137	0	1.07688249806939	2.9215023219416	0	0.910864218451272	1.59873404148782	0	1.8628766453986	0.46239902826037	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000002073.12	ENSMUSG00000002020	Ltbp2	1.05E-14	3.44178619314193	3.2110255604832	62.0577452602078	106.160040499423	3.829111805545	24.9047136866204	99.1327259378025	1.7526415739896	74.3412180345084	52.5592672228385	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000023119.14	ENSMUSG00000022479	Vdr	9.57E-13	2.39741735274383	0.368475603523908	2.7204462117476	5.06361256950609	0.481265417052957	3.62646712532976	6.34512019017294	0.462431451604785	3.40580245733806	2.97120081329121	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000093852.4	ENSMUSG00000066687	Zbtb16	1.02E-12	3.38585807066995	0.89120250713322	19.8498112877504	11.4276313475674	0.327486308674007	22.4245423286158	14.504964747255	0.28454577292491	7.08457312633856	11.329037966859	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000017153.3	ENSMUSG00000017009	Sdc4	5.14E-12	2.23134423953842	35.875254966248	157.984699306918	403.621176431357	29.3844559008341	193.565420381363	433.260761411168	47.5084739059773	142.057550795008	191.857433245455	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000079413.10	ENSMUSG00000024222	Fkbp5	5.63E-11	2.12242927414686	11.7787503859641	75.23442656683	93.1478911780479	8.95340156159591	104.090467246668	80.177324358503	6.97629437446775	48.9989917591667	47.927081967457	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000118496.1	ENSMUSG00000083289	Gm8812	2.26E-10	2.69905949972198	10.566546006287	202.423403606906	155.107747061339	11.484059402032	199.68637225423	196.180339264321	11.19767155087	58.3214442252318	113.941809806586	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000032203.8	ENSMUSG00000030111	A2m	1.34E-09	2.81321522673058	11.4435182038576	24.4768203920632	202.602388974487	4.76991255304463	46.8298790362399	60.9044496875195	7.62068026229371	25.0602440511106	130.622745303247	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000034215.7	ENSMUSG00000031765	Mt1	2.61E-09	4.10990418231363	33.6629045891894	762.91370830211	3685.62699397574	63.3510986541003	1649.46392823217	4372.47344405804	32.4850006108649	524.086491918948	751.830153303539	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000018246.5	ENSMUSG00000018102	Hist1h2bc	1.45E-08	1.47137557358075	19.2291192026885	47.3568899819948	108.348254932983	17.3049417170417	51.0727687412265	67.9924774797305	19.9936433638608	50.6504644176992	60.7768147662813	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000046071.4	ENSMUSG00000042115	Klhdc8a	2.56E-08	1.68699833704153	2.09145238517303	3.7888495261484	11.0053033858874	1.97507247016998	5.83177911999436	7.67248798718429	1.12774431915584	4.75661940770634	7.34957605574597	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000163060.1	ENSMUSG00000022096	Hr	2.56E-08	4.59186364204368	0.17456513960006	13.6928883207629	28.0888835576942	0.345317305152018	7.69648061525494	14.4413687115698	0.065403835898524	1.70293058260221	9.00118474604766	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000048432.5	ENSMUSG00000041577	Prelp	2.74E-08	2.12358505585338	3.53041977005934	19.7173511831303	28.8413015051465	3.38631664404223	13.3849681554449	15.9818604687543	4.13332342733301	9.46183390744249	52.5528861545647	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000117077.7	ENSMUSG00000031596	Slc7a2	8.63E-08	2.34147638350706	5.8662454073959	28.6631429610497	66.2508160268675	13.7968743156323	46.9434023517117	116.344031940342	6.02589889086413	18.2263605691006	59.6592849622746	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000108492.8	ENSMUSG00000004328	Hif3a	1.43E-07	2.44769730246923	1.46709494001799	24.471756599956	1.96310407883551	1.74180805182444	19.2430694603908	5.55065213750536	1.51933271010898	10.4738974674512	7.29659742022837	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000138730.1	ENSMUSG00000027656	Ccn5	1.92E-07	4.55118324324731	0	1.43060240444206	5.02938886609356	0	2.84601642093847	7.24848038398913	0	1.39525221357182	1.80239910317554	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000223749.1	ENSMUSG00000063142	Kcnma1	2.83E-07	5.65508024986329	0.034644981749886	1.5708196835001	18.5481830580405	0	2.37222417286887	1.6202149581906	0	0.272327183010732	3.00681750823201	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000119398.9	ENSMUSG00000031565	Fgfr1	3.22E-07	1.54362832925626	14.3137066390076	32.9543365899148	108.148901039588	12.9502208985243	33.9064840850128	49.9405156403474	15.8152512075871	29.469963208435	46.485775615656	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000230160.1	ENSMUSG00000024059	Clip4	4.33E-07	1.56783868602068	2.88789091856063	5.65721518648688	17.0717771581795	2.92271828543462	5.63796964104432	9.17299593538574	2.44517183747403	8.17751471761298	12.205378725998	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000086199.11	ENSMUSG00000026473	Glul	9.21E-07	1.67081118779999	58.2056168515732	301.489422970355	189.802937611533	79.2375595315177	550.630874853773	94.5708652250247	71.2317625131984	242.046912218257	124.992823260079	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000033828.6	ENSMUSG00000031451	Gas6	1.21E-06	1.19807163780433	28.193278103722	174.338076296268	152.795201018423	48.9839814205336	252.285138402055	95.1604940685319	42.334070798768	184.267391252865	121.406314450491	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000091132.12	ENSMUSG00000079484	Phyhd1	3.49E-06	1.80266421143902	4.27314437342163	10.8403570248168	40.0401773843565	4.57971538507361	18.3595039063708	25.2333069075461	4.95092898832587	13.8843575237054	17.7397011704405	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000098513.5	ENSMUSG00000074170	Plekhf1	5.94E-06	1.67823770049482	1.73915171149945	12.1697926233853	13.6000122286121	2.31656006485735	11.2534569466193	11.9890356049528	2.29594924175816	5.17892004638492	7.34023195106266	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000068519.6	ENSMUSG00000021133	Susd6	6.33E-06	1.30573953067308	29.6428187547708	58.8026058587634	129.506215950005	23.4357835094682	80.2805100584945	116.50434156306	39.6917287736108	79.4919687986501	76.7814875968386	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000113585.8	ENSMUSG00000033174	Mgll	6.58E-06	4.38105349077851	0.544071028944949	13.6822212615074	84.3371234638594	1.19301366931251	18.1771351481834	39.9425841694944	0.132716168658988	4.90208803926093	11.8881858846867	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000070070.7	ENSMUSG00000032285	Dnaja4	1.13E-05	1.38925199893882	3.05983384675654	7.44637179131551	13.6674840271684	2.69108544937631	6.86170573771566	10.4832505395759	3.52851058418025	7.21908005741846	10.976308992239	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000098911.9	ENSMUSG00000074457	S100a16	1.55E-05	2.52636245393352	4.04648755719203	23.2048103260547	116.506957252612	9.70026610890837	40.5430829016377	67.3852759433535	4.59623381197351	12.3254784469581	37.1039203593787	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000034214.7	ENSMUSG00000031762	Mt2	1.63E-05	4.27962532407821	18.3281407637532	633.187213836048	2498.53952830209	79.1532265988415	2036.33486478271	4799.36148080429	14.5595124346661	629.466327344693	512.543453584742	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000087689.4	ENSMUSG00000039126	Prune2	1.88E-05	2.27096009930559	1.38511652510741	7.58987261066266	29.0593623219144	1.29772897050828	5.66636444255763	8.41954830307299	2.17456287121282	2.8212304049885	12.2503497794471	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000089332.4	ENSMUSG00000068196	Col8a1	2.45E-05	1.56955691433612	169.463962254273	631.09738497034	1641.00547888436	294.491543278235	676.528599233268	566.960178683063	196.934229927136	793.454907283402	979.087670672517	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000042561.13	ENSMUSG00000038178	Slc43a2	2.52E-05	1.51193979090308	1.1746197353927	4.11968880102298	4.40915758257317	0.906531395350255	2.43946339246908	3.80863343963622	1.71040872614514	2.98890107446457	8.55384331096804	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000095328.5	ENSMUSG00000079057	Cyp4v3	3.53E-05	1.70646596812439	2.62081145760005	13.338553480977	22.1936159081799	1.88239600693605	17.5986635778416	14.0064096767231	4.51945076715937	12.477791206568	10.0822787471016	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000020271.12	ENSMUSG00000020077	Srgn	3.73E-05	5.16321317437403	0	0.448578349347556	39.8833083131165	0.363252939379412	2.73477913731358	12.6155743528885	0	0.184615969921415	6.55211350654397	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000143685.2	ENSMUSG00000024222	Fkbp5	3.73E-05	1.88181257151102	6.7985335282828	37.2408730232347	24.9410688648855	3.39494236143264	62.2162415874505	32.4880427399596	3.3049442873915	35.0365370091463	21.9209805315435	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000047040.3	ENSMUSG00000037060	Cavin3	3.86E-05	1.56265489046755	6.87388685457136	28.4037623950052	47.4743206562108	7.19362363445816	20.8580582205937	30.6483441357431	6.80594657545341	12.336567113148	20.7988557933787	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000078357.4	ENSMUSG00000022505	Emp2	3.86E-05	1.64370238740285	11.2973233166428	40.7161375568652	84.5152837616847	12.8568417993558	31.2277519152079	60.8761284422894	11.587000731815	16.0872262667507	37.8046734057048	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000079573.12	ENSMUSG00000030287	Itpr2	3.86E-05	1.19801525166762	1.50736114513193	3.29568803205425	6.31443021342486	2.15559175298467	3.58260572798198	4.75782215108933	1.5646288043431	2.4723632164597	5.18370460769307	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000102507.9	ENSMUSG00000028745	Capzb	3.86E-05	1.53157697397154	12.976470983561	27.0519779449176	66.1899138201497	10.8666856980277	45.0499267703305	47.7883918334286	10.7071757099204	15.6345012063764	39.0088652979756	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000203103.1	ENSMUSG00000030218	Mgp	4.22E-05	3.1094671025716	0.347350118200562	6.57829683819394	9.26560597100625	0.170626976197144	10.9210546720723	2.75358723943496	0.271130929839634	5.11508874172072	10.8611564202963	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000209208.1	ENSMUSG00000110332	Gm19935	4.44E-05	4.87735970427641	0.151833678489295	6.13539845581237	54.6665654936955	0.166663881302802	7.08711256788388	2.54942115962971	0.087616732566159	1.96652695754554	67.0008884630627	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
ENSMUST00000044804.7	ENSMUSG00000039518	Cdsn	5.55E-05	3.55944467414853	0.095406469798816	2.23050378956275	9.88675255468029	0.034722970211938	0.998079853319943	1.50274148967323	0.080828505498912	0.612658751668824	1.1598225909207	Cluster 3	1	"Down in prolif	 Up at D4	 Stay up "						
